Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification,
X6,2016,Europe,Grey,Petrol,Manual,2.9,57323,113259,2147,Low,
i8,2015,Europe,White,Diesel,Automatic,1.9,41352,107055,2873,Low,
X5,2011,Middle East,Black,Electric,Manual,4.2,129456,31690,3709,Low,
3 Series,2017,South America,Blue,Diesel,Manual,2.7,111235,30804,9118,High,
X3,2016,Africa,Silver,Petrol,Manual,4.1,153596,83263,3915,Low,
X5,2020,Asia,Red,Diesel,Manual,2.8,39130,42383,8195,High,
X3,2014,South America,Blue,Petrol,Automatic,5,83547,56674,7891,High,
X5,2021,Middle East,Blue,Electric,Manual,2.1,24599,119696,3286,Low,
X5,2014,South America,White,Electric,Manual,1.5,141308,61364,2302,Low,
X1,2016,South America,Black,Petrol,Manual,3.6,92739,30623,6383,Low,
M5,2018,Europe,Silver,Petrol,Manual,4.8,150971,46114,6407,Low,
i8,2020,Europe,White,Petrol,Manual,3.8,104701,103888,8160,High,
X6,2024,North America,Red,Diesel,Manual,1.8,143003,34854,4948,Low,
X1,2018,Asia,Red,Diesel,Automatic,3.4,63155,73899,1174,Low,
3 Series,2018,South America,Silver,Petrol,Automatic,4.7,182163,33260,7520,High,
3 Series,2015,North America,Grey,Electric,Automatic,1.5,156990,113715,1608,Low,
M5,2019,Africa,Blue,Diesel,Manual,2.1,193244,80751,2381,Low,
5 Series,2015,Africa,Blue,Diesel,Automatic,4.4,117600,62667,4775,Low,
X1,2012,Asia,White,Electric,Manual,4.6,40477,68507,5604,Low,
X3,2010,South America,Silver,Hybrid,Manual,4,71106,106058,273,Low,
M3,2016,Africa,Red,Electric,Manual,5,137874,38309,9271,High,
7 Series,2013,South America,Silver,Petrol,Automatic,1.8,63911,87727,3111,Low,
i3,2010,Africa,Silver,Diesel,Automatic,3.4,42260,40772,828,Low,
X6,2024,Africa,Blue,Electric,Automatic,3.9,173395,103934,8058,High,
M3,2017,North America,Blue,Petrol,Automatic,4,12064,51011,1156,Low,
M3,2021,Europe,Red,Diesel,Manual,4.3,22024,64635,1780,Low,
X5,2015,Middle East,Black,Diesel,Automatic,4.7,137265,102150,6276,Low,
3 Series,2015,North America,Grey,Hybrid,Manual,2.8,77855,110485,2350,Low,
X5,2011,North America,Silver,Petrol,Manual,1.7,73622,51864,2442,Low,
X1,2024,Middle East,Black,Electric,Automatic,2.8,54998,105686,8143,High,
X3,2010,Europe,Silver,Diesel,Manual,3.9,97139,53519,9848,High,
M3,2022,Europe,Silver,Hybrid,Automatic,2.2,183593,107665,8555,High,
X6,2023,Europe,Grey,Electric,Automatic,4.3,106383,47378,9515,High,
i8,2023,North America,White,Hybrid,Manual,2.3,59284,30327,5542,Low,
X5,2011,South America,Grey,Diesel,Automatic,1.5,125886,60396,5172,Low,
X3,2013,Africa,Blue,Electric,Automatic,3.3,128075,89128,528,Low,
3 Series,2011,North America,Silver,Hybrid,Automatic,4,27221,112982,2194,Low,
X6,2010,Middle East,Silver,Diesel,Automatic,2.7,62055,117109,2479,Low,
X6,2016,Asia,Red,Diesel,Manual,4.1,179118,75302,6375,Low,
i8,2020,Middle East,Red,Diesel,Automatic,3,103849,85194,5712,Low,
X5,2020,Africa,Black,Diesel,Manual,2.1,37828,43139,6992,Low,
5 Series,2024,Africa,Black,Diesel,Manual,1.8,20121,75059,3418,Low,
7 Series,2021,Africa,White,Diesel,Manual,4,115123,118619,5665,Low,
X3,2017,Europe,Blue,Petrol,Manual,2.9,82010,49974,9689,High,
X1,2015,Asia,Grey,Electric,Automatic,4.7,17372,71088,4210,Low,
i3,2013,Africa,Red,Petrol,Automatic,3.4,100175,79854,2110,Low,
X3,2023,North America,Black,Electric,Automatic,2.7,143543,38060,9193,High,
i3,2015,Middle East,White,Diesel,Automatic,2.7,15321,102724,6084,Low,
M3,2012,Middle East,Black,Diesel,Manual,2,102407,85601,5482,Low,
3 Series,2021,North America,White,Diesel,Automatic,3.6,79050,117094,7336,High,
X1,2017,Middle East,Black,Electric,Manual,3.5,109826,32338,9751,High,
M3,2019,Asia,Black,Petrol,Automatic,4.3,29696,39980,1128,Low,
i3,2023,South America,Black,Diesel,Manual,2.2,39251,91328,673,Low,
5 Series,2022,South America,Silver,Electric,Manual,2.5,70223,33722,782,Low,
X1,2022,Europe,Silver,Diesel,Manual,1.8,194994,62506,8464,High,
X3,2011,North America,Silver,Petrol,Automatic,2.5,164655,51475,264,Low,
X6,2014,South America,White,Diesel,Manual,3,1986,117168,6368,Low,
X5,2010,South America,Black,Electric,Manual,4.9,176422,73241,3843,Low,
3 Series,2015,North America,Blue,Electric,Automatic,3.8,111429,118662,9357,High,
M3,2011,North America,Grey,Petrol,Automatic,4.2,90090,68519,2669,Low,
M3,2013,Europe,Red,Electric,Manual,2.6,95140,34910,3727,Low,
i8,2015,South America,White,Petrol,Manual,2,93416,112761,4845,Low,
M5,2019,Middle East,Silver,Hybrid,Automatic,2.4,191049,78632,2210,Low,
X5,2020,Africa,Red,Electric,Manual,2.4,130594,119671,6574,Low,
M3,2017,Europe,White,Diesel,Manual,3.5,91126,69073,1098,Low,
5 Series,2021,Middle East,Blue,Hybrid,Manual,2.7,125414,99091,5420,Low,
X1,2017,Europe,Black,Electric,Manual,4.5,77633,74587,5273,Low,
M3,2020,Africa,Silver,Electric,Automatic,5,30375,53876,8497,High,
i3,2015,South America,Blue,Hybrid,Manual,2.7,149582,35385,4846,Low,
X5,2013,Africa,Blue,Electric,Automatic,4,109950,55001,9737,High,
M3,2017,North America,Silver,Petrol,Manual,3.8,28865,107298,3609,Low,
X5,2022,South America,Red,Hybrid,Automatic,2.2,116250,85875,2076,Low,
i8,2017,North America,Black,Hybrid,Automatic,4.7,22871,95573,9650,High,
X6,2019,Middle East,Grey,Electric,Manual,2.2,155226,45030,8675,High,
i8,2023,Europe,Silver,Hybrid,Manual,4.1,83058,69443,9570,High,
3 Series,2010,Europe,Silver,Petrol,Automatic,2.7,138334,73322,6267,Low,
5 Series,2013,North America,Silver,Electric,Manual,2.8,13254,46135,9029,High,
i3,2013,North America,Red,Diesel,Manual,3.1,85501,71740,6834,Low,
3 Series,2016,Africa,Grey,Hybrid,Manual,4.5,17433,93926,8009,High,
7 Series,2023,Africa,Red,Hybrid,Automatic,2,49404,46954,1099,Low,
X6,2023,Europe,Silver,Diesel,Manual,1.7,133569,59682,6284,Low,
X3,2020,South America,Red,Diesel,Manual,2.9,20879,109133,8107,High,
M5,2016,Asia,Silver,Hybrid,Automatic,1.7,111864,86763,8041,High,
X6,2022,Middle East,Grey,Diesel,Manual,3.9,35158,105120,6137,Low,
X3,2020,North America,White,Electric,Automatic,4.2,118307,48074,7507,High,
M3,2024,Asia,Red,Electric,Manual,4.5,20464,75544,7460,High,
i8,2017,Europe,Red,Petrol,Automatic,4.1,115981,54182,8153,High,
X1,2020,Africa,Grey,Hybrid,Automatic,4.7,42248,40728,3573,Low,
3 Series,2014,North America,Silver,Diesel,Automatic,4.1,28711,83880,3915,Low,
X1,2016,Asia,Silver,Electric,Manual,4.8,175473,96906,6222,Low,
3 Series,2017,Africa,White,Diesel,Manual,2.2,182828,96243,5060,Low,
3 Series,2024,Europe,Red,Hybrid,Automatic,3.2,37844,60458,4277,Low,
X6,2018,North America,Blue,Petrol,Manual,5,57756,37526,7134,High,
i3,2012,Europe,Grey,Hybrid,Manual,3.9,145031,81630,2498,Low,
X1,2012,Asia,Silver,Petrol,Automatic,4.6,63688,38880,5865,Low,
X5,2013,South America,Silver,Electric,Automatic,1.6,193209,69011,901,Low,
X1,2014,South America,White,Petrol,Manual,4.6,13330,119461,466,Low,
5 Series,2019,North America,Red,Petrol,Manual,3.9,121314,108275,3528,Low,
X3,2010,Africa,Blue,Petrol,Automatic,2.1,6775,67885,5709,Low,
5 Series,2024,Asia,Black,Electric,Automatic,1.6,9754,38725,9911,High,
7 Series,2024,Asia,Blue,Hybrid,Manual,2.4,22228,81464,4519,Low,
X3,2016,South America,Grey,Diesel,Manual,4.7,174038,35138,8059,High,
3 Series,2018,Asia,Blue,Petrol,Manual,3.8,149707,66354,4366,Low,
X5,2017,Africa,Black,Diesel,Manual,4.7,137851,111206,249,Low,
i3,2024,Middle East,White,Diesel,Automatic,3.1,94148,91450,702,Low,
X6,2024,Asia,Blue,Electric,Manual,4.8,161848,77083,9799,High,
3 Series,2014,North America,Grey,Diesel,Automatic,3.1,85174,119426,8115,High,
5 Series,2023,Asia,Blue,Hybrid,Manual,2.2,19910,39986,7733,High,
M3,2023,Europe,Silver,Diesel,Automatic,2,88802,116797,1519,Low,
X3,2013,Africa,Blue,Diesel,Manual,5,74665,59921,8095,High,
M3,2021,Asia,Red,Diesel,Manual,2.7,96074,43021,586,Low,
X5,2016,Middle East,Silver,Hybrid,Automatic,2.1,182373,74361,432,Low,
X3,2014,South America,Grey,Electric,Automatic,1.5,171163,52452,1825,Low,
M5,2016,Africa,Grey,Electric,Manual,2.5,173963,41141,5441,Low,
3 Series,2021,Middle East,Black,Diesel,Automatic,4.6,188150,97201,2741,Low,
X5,2010,Africa,Blue,Hybrid,Automatic,3.4,153815,73677,744,Low,
7 Series,2010,South America,White,Petrol,Automatic,3.7,12473,70117,1089,Low,
3 Series,2019,Europe,Silver,Petrol,Manual,4.7,1288,111603,870,Low,
i3,2023,South America,Silver,Hybrid,Automatic,3.3,145132,114675,4388,Low,
X3,2022,South America,Silver,Diesel,Automatic,4.4,153454,110004,1390,Low,
X1,2012,North America,White,Diesel,Manual,2.6,9543,54079,8429,High,
X3,2023,Europe,Black,Electric,Manual,4.9,143830,96215,8052,High,
i3,2020,Africa,Grey,Electric,Automatic,1.8,48,39983,5511,Low,
5 Series,2011,South America,Black,Petrol,Manual,4,146569,108219,7297,High,
i8,2011,South America,Black,Petrol,Automatic,3.8,180855,54815,3425,Low,
i8,2016,Europe,Silver,Diesel,Automatic,2.2,171984,74476,5805,Low,
X6,2021,Africa,Red,Electric,Automatic,2.9,192540,53811,6339,Low,
M5,2019,Asia,Silver,Hybrid,Automatic,2.6,20146,87468,1525,Low,
X1,2011,Asia,Black,Electric,Automatic,1.8,37042,108940,1479,Low,
3 Series,2020,North America,Black,Petrol,Manual,3.5,63425,84684,9735,High,
i3,2013,Africa,Silver,Electric,Manual,5,187914,67340,3958,Low,
7 Series,2011,North America,Blue,Hybrid,Automatic,3.5,74567,69333,5351,Low,
7 Series,2015,Africa,Silver,Petrol,Manual,3.4,22420,100472,8616,High,
X3,2017,Africa,Silver,Diesel,Manual,1.6,181702,46588,9616,High,
i8,2019,South America,Red,Hybrid,Automatic,2,166760,78511,5649,Low,
X3,2013,Asia,Black,Diesel,Automatic,3.3,154632,45994,3907,Low,
7 Series,2024,Europe,Grey,Petrol,Automatic,4.9,32367,111344,4138,Low,
5 Series,2014,Africa,Grey,Diesel,Automatic,4.6,25130,116661,9894,High,
3 Series,2013,South America,Black,Diesel,Automatic,2.7,191834,37306,6046,Low,
3 Series,2012,South America,Grey,Petrol,Automatic,3.4,26155,82229,263,Low,
M5,2014,Middle East,Blue,Hybrid,Manual,3.4,58043,71299,1865,Low,
M5,2023,North America,Blue,Hybrid,Automatic,3.9,8431,98580,4253,Low,
i3,2018,Middle East,Red,Petrol,Manual,3.9,160665,75613,9028,High,
X3,2017,Africa,Silver,Electric,Automatic,4.3,109309,105194,7867,High,
X5,2017,Europe,Black,Hybrid,Manual,1.6,158170,39791,8536,High,
X1,2017,Europe,Blue,Diesel,Manual,4.8,74837,98332,9106,High,
5 Series,2021,Africa,White,Diesel,Manual,1.7,155831,107613,6308,Low,
5 Series,2017,Asia,Black,Hybrid,Manual,3.2,145069,46769,4625,Low,
M3,2016,Middle East,Grey,Diesel,Automatic,4.7,131824,85623,7850,High,
i8,2017,Africa,White,Petrol,Manual,3.2,36243,50424,923,Low,
X6,2020,Europe,Blue,Diesel,Automatic,1.7,165156,46781,6164,Low,
X1,2023,Africa,Red,Hybrid,Manual,2.3,139683,49626,3869,Low,
5 Series,2017,Middle East,Silver,Diesel,Manual,3.5,161244,49171,3650,Low,
X5,2022,Asia,Blue,Petrol,Automatic,1.8,169589,74291,4595,Low,
5 Series,2023,Africa,Grey,Electric,Automatic,3,139078,66883,621,Low,
5 Series,2017,South America,White,Electric,Manual,2.7,188791,57961,1068,Low,
X6,2021,Middle East,Blue,Electric,Manual,4.4,55159,104778,4273,Low,
i8,2019,Africa,White,Electric,Manual,1.9,49972,97850,4445,Low,
5 Series,2016,North America,Red,Hybrid,Automatic,3.9,22199,88414,4899,Low,
X3,2021,South America,Silver,Petrol,Automatic,2.9,49067,116657,8121,High,
X5,2010,North America,Red,Diesel,Automatic,3.6,69826,118105,7509,High,
X5,2013,Middle East,Grey,Electric,Automatic,2.2,117099,48331,8507,High,
X5,2022,Middle East,Red,Petrol,Manual,3.6,66082,85342,7412,High,
3 Series,2022,Africa,Red,Diesel,Manual,3.9,33152,95945,1877,Low,
X3,2013,Europe,Black,Hybrid,Automatic,1.7,177833,107911,4332,Low,
3 Series,2014,Europe,Red,Hybrid,Automatic,4.4,91072,101567,3485,Low,
M3,2019,South America,White,Hybrid,Automatic,4.5,70624,108237,7516,High,
5 Series,2015,South America,White,Hybrid,Manual,1.7,182297,85965,4590,Low,
X1,2013,North America,Red,Electric,Manual,3.6,135791,108000,1001,Low,
5 Series,2024,Asia,Grey,Hybrid,Automatic,3.6,159170,33604,3065,Low,
X1,2011,Asia,White,Petrol,Automatic,1.5,39522,79758,6269,Low,
i3,2015,Europe,Black,Petrol,Manual,2.7,182460,90136,7766,High,
X6,2024,Europe,Grey,Petrol,Manual,4.9,169596,69410,9138,High,
7 Series,2017,North America,White,Petrol,Automatic,3.4,90471,101907,8626,High,
X6,2024,Africa,Black,Electric,Manual,4.8,132474,85444,7439,High,
5 Series,2017,North America,White,Electric,Manual,3.9,53420,50136,3181,Low,
X3,2016,Middle East,Black,Petrol,Manual,1.6,133711,48941,6569,Low,
X5,2015,South America,Silver,Petrol,Automatic,1.8,29422,86499,3604,Low,
M5,2011,South America,Silver,Petrol,Automatic,4,44400,69147,5705,Low,
X5,2024,Middle East,Grey,Diesel,Automatic,3.4,122978,114589,7220,High,
X6,2016,Europe,White,Diesel,Automatic,1.9,197709,94038,3368,Low,
3 Series,2020,Africa,Silver,Petrol,Automatic,3.6,60320,108020,590,Low,
5 Series,2021,Europe,Grey,Electric,Manual,4.3,15545,67761,5797,Low,
i8,2023,Africa,White,Hybrid,Automatic,4.1,102290,33177,5373,Low,
M5,2023,North America,Blue,Hybrid,Manual,2.4,79993,93657,8244,High,
i8,2014,North America,Black,Diesel,Automatic,2.4,78537,89285,1650,Low,
i8,2015,Middle East,Grey,Electric,Automatic,4.9,115124,97051,7320,High,
i3,2019,Europe,Silver,Hybrid,Automatic,4.6,181145,86027,9085,High,
X1,2017,Africa,White,Petrol,Automatic,2.6,115599,119151,1036,Low,
i8,2023,Africa,Blue,Hybrid,Manual,4.4,101405,95350,5601,Low,
i3,2017,Europe,Black,Petrol,Manual,2.1,51144,84418,1034,Low,
M5,2012,South America,Red,Diesel,Automatic,2.2,155276,59863,4899,Low,
5 Series,2021,Africa,Grey,Electric,Automatic,2.1,101478,90224,4222,Low,
X1,2021,Asia,Black,Electric,Manual,1.8,147520,41637,6615,Low,
i3,2023,North America,Red,Petrol,Manual,4.5,88353,44470,1417,Low,
X3,2016,Africa,Silver,Diesel,Automatic,3.5,107840,69286,880,Low,
M3,2010,Asia,White,Petrol,Manual,2.4,42600,72890,182,Low,
X3,2010,South America,White,Electric,Manual,4.5,92201,92248,971,Low,
X1,2016,Africa,Red,Petrol,Manual,4.3,79684,93797,5160,Low,
3 Series,2024,Europe,Grey,Electric,Automatic,1.9,3039,36437,8135,High,
5 Series,2024,Europe,Red,Petrol,Manual,3.8,22729,69591,3997,Low,
3 Series,2019,Africa,Blue,Electric,Automatic,4,195093,101970,708,Low,
M3,2018,North America,Red,Electric,Automatic,4,32215,115426,812,Low,
X6,2016,Africa,Blue,Diesel,Manual,4,112377,89223,6529,Low,
M3,2019,Africa,Black,Electric,Automatic,2.1,99038,38375,2335,Low,
X3,2014,Asia,Red,Electric,Automatic,2.6,71723,46037,9375,High,
i3,2017,North America,White,Diesel,Manual,4.5,171507,62294,4986,Low,
X1,2011,North America,Red,Hybrid,Manual,4.6,68399,106444,7785,High,
3 Series,2018,Europe,Blue,Electric,Manual,2.5,141105,89126,8529,High,
5 Series,2015,South America,Black,Petrol,Automatic,1.6,38383,39698,1336,Low,
7 Series,2022,Europe,Blue,Electric,Manual,4.5,194746,77449,8638,High,
i3,2018,North America,Silver,Diesel,Automatic,2.8,8009,113350,5080,Low,
i3,2011,Asia,Silver,Hybrid,Automatic,2.7,141088,67889,6521,Low,
i3,2012,Europe,Red,Electric,Manual,2.7,1551,75637,2228,Low,
M5,2021,Africa,Blue,Petrol,Automatic,3,190590,100201,6688,Low,
5 Series,2017,Africa,Red,Diesel,Manual,2.8,176900,71329,8863,High,
X1,2010,Africa,White,Diesel,Manual,3.5,186071,32849,9896,High,
7 Series,2024,Europe,Silver,Hybrid,Automatic,1.8,35951,52471,6006,Low,
X1,2019,Asia,Silver,Petrol,Automatic,4.9,80090,119362,222,Low,
i3,2024,Asia,Blue,Petrol,Manual,4.8,193525,117362,8056,High,
M5,2024,South America,Red,Diesel,Manual,4.8,163785,64908,6066,Low,
i3,2024,Africa,Silver,Hybrid,Manual,4.6,107855,42714,2530,Low,
X3,2016,South America,Red,Hybrid,Manual,3.8,171868,107619,2490,Low,
5 Series,2016,Asia,Black,Hybrid,Manual,2.3,22478,35370,6033,Low,
X1,2022,Europe,Red,Petrol,Automatic,1.7,42858,74662,3774,Low,
X1,2010,North America,Silver,Diesel,Manual,1.8,186168,57905,1783,Low,
X3,2018,North America,Black,Electric,Manual,2.6,131141,87431,8518,High,
7 Series,2017,South America,White,Diesel,Manual,3.3,133242,92034,7762,High,
X5,2013,South America,Black,Hybrid,Manual,5,9842,105408,239,Low,
i3,2019,North America,Red,Diesel,Manual,3,173870,77480,4272,Low,
i8,2020,South America,Grey,Hybrid,Automatic,3.3,167514,63882,4918,Low,
X6,2014,Europe,Blue,Electric,Manual,3.9,150747,92031,2322,Low,
X1,2011,Middle East,Black,Electric,Automatic,2.1,145554,55873,9875,High,
M5,2022,Africa,Red,Electric,Manual,4.8,61280,114660,9870,High,
X3,2018,South America,Grey,Diesel,Automatic,3.4,146493,66946,3970,Low,
X5,2024,Europe,Black,Hybrid,Automatic,2.5,140937,79704,910,Low,
M5,2021,South America,White,Electric,Automatic,4.8,20535,89391,2856,Low,
5 Series,2021,Asia,Grey,Hybrid,Automatic,3.7,143114,108049,9217,High,
5 Series,2015,North America,Grey,Electric,Automatic,3.2,125645,114788,8586,High,
M5,2012,South America,Grey,Petrol,Manual,3.5,161359,96596,525,Low,
X6,2021,South America,Red,Hybrid,Manual,4.1,91526,54606,6269,Low,
3 Series,2016,South America,Blue,Petrol,Manual,2,163636,99267,1261,Low,
M3,2018,Middle East,Blue,Hybrid,Manual,4.5,139075,49379,8414,High,
i8,2012,Middle East,Blue,Petrol,Manual,4.9,166587,40153,2874,Low,
X1,2011,Africa,Black,Hybrid,Manual,3.5,70783,112539,2601,Low,
M5,2016,Middle East,Grey,Petrol,Automatic,3.9,33672,114005,4916,Low,
3 Series,2016,Africa,Grey,Hybrid,Automatic,4.5,34056,110714,8004,High,
M3,2013,Asia,Silver,Petrol,Manual,2.8,148767,98657,3250,Low,
X3,2020,South America,White,Electric,Automatic,5,197357,84106,5443,Low,
X6,2018,Middle East,Black,Petrol,Manual,3.9,82265,35068,6004,Low,
X3,2023,Africa,Red,Electric,Automatic,3,62776,115639,7167,High,
X6,2017,Europe,Red,Petrol,Automatic,3.9,187435,90725,9738,High,
7 Series,2022,South America,Red,Electric,Automatic,3.3,9362,106291,6084,Low,
3 Series,2022,North America,Blue,Diesel,Manual,1.9,33652,41983,6904,Low,
X3,2010,North America,White,Hybrid,Automatic,4.3,189482,98025,3515,Low,
X3,2010,South America,Black,Petrol,Manual,3.5,5443,42613,1999,Low,
X5,2014,Africa,White,Petrol,Manual,4.3,99647,96159,8544,High,
M3,2015,Africa,Red,Diesel,Automatic,2,133772,89463,9618,High,
i3,2012,Asia,Blue,Petrol,Automatic,3.4,93421,115938,7320,High,
3 Series,2022,Middle East,Black,Petrol,Automatic,4.2,58505,99148,986,Low,
X1,2018,South America,White,Diesel,Manual,5,198319,59374,9561,High,
i8,2021,South America,White,Electric,Automatic,4.6,129683,90485,4597,Low,
5 Series,2019,South America,Red,Diesel,Automatic,4.5,164467,48468,5792,Low,
i3,2023,Asia,White,Hybrid,Automatic,2.4,54699,68133,6598,Low,
i8,2024,Asia,Black,Electric,Manual,4.4,198063,116670,7678,High,
i8,2015,South America,White,Petrol,Automatic,2.1,134855,104882,9258,High,
M3,2013,North America,Black,Electric,Manual,2.2,65599,90330,4125,Low,
X1,2021,Europe,White,Diesel,Automatic,1.9,25038,59770,8272,High,
5 Series,2016,South America,Grey,Hybrid,Manual,4.5,187420,106348,4543,Low,
X6,2017,Asia,Red,Diesel,Automatic,1.9,51697,93415,1979,Low,
X6,2018,Africa,Black,Hybrid,Automatic,2,50710,74685,7139,High,
X1,2022,Asia,Black,Petrol,Automatic,2.4,59702,67109,6497,Low,
3 Series,2020,Asia,Black,Hybrid,Automatic,3.5,194379,50499,3338,Low,
X5,2015,South America,Red,Electric,Manual,4.6,29102,31329,7235,High,
7 Series,2024,North America,Silver,Hybrid,Automatic,3,90347,98880,5146,Low,
5 Series,2015,Middle East,Red,Electric,Automatic,3.4,193500,97970,4153,Low,
M3,2017,North America,White,Hybrid,Automatic,2.1,171577,37776,8522,High,
X1,2021,Europe,Blue,Diesel,Automatic,2.4,159377,35814,2510,Low,
7 Series,2014,Asia,Black,Electric,Manual,2,184743,31186,197,Low,
i3,2023,North America,Grey,Hybrid,Automatic,2.9,86161,69837,3807,Low,
3 Series,2012,Asia,Blue,Petrol,Automatic,3.6,183753,77755,7560,High,
X3,2021,Asia,Black,Petrol,Automatic,2.5,110209,80849,4987,Low,
X5,2012,Middle East,Blue,Hybrid,Manual,4.5,135889,103094,369,Low,
X3,2022,Middle East,White,Petrol,Manual,4.9,13545,107232,3046,Low,
X3,2015,Middle East,Red,Petrol,Manual,1.9,198450,60579,7525,High,
7 Series,2011,Africa,Grey,Petrol,Manual,1.6,18338,108057,8108,High,
X1,2015,Africa,White,Petrol,Automatic,4.3,122761,61530,299,Low,
M3,2022,Africa,Silver,Hybrid,Automatic,2.2,145939,59214,1713,Low,
5 Series,2015,Europe,Blue,Petrol,Automatic,2.7,56888,63970,1302,Low,
M3,2017,Africa,Red,Electric,Manual,2.9,1676,49265,5643,Low,
i3,2016,Africa,Grey,Electric,Manual,4.7,4724,116647,8461,High,
3 Series,2017,Asia,Silver,Diesel,Automatic,3.8,137751,94906,2529,Low,
X6,2023,Asia,Black,Electric,Automatic,1.6,21438,91106,8537,High,
M3,2018,North America,White,Hybrid,Automatic,1.6,21618,43063,932,Low,
X5,2015,North America,Grey,Diesel,Manual,2.2,105261,30638,9927,High,
7 Series,2023,Africa,White,Petrol,Automatic,2.6,141244,42292,8167,High,
i8,2012,North America,Grey,Petrol,Manual,3.2,67914,60058,1240,Low,
M5,2019,South America,Blue,Petrol,Manual,4.4,41918,95581,7458,High,
i3,2012,Asia,Silver,Hybrid,Manual,2.6,181651,76510,1483,Low,
M5,2020,Asia,Red,Diesel,Manual,2.8,4642,71864,7147,High,
M3,2021,North America,White,Diesel,Manual,2.7,72140,78454,7506,High,
5 Series,2010,Middle East,Black,Hybrid,Manual,1.5,143085,74198,630,Low,
M5,2020,Africa,White,Electric,Manual,4.8,36830,35161,3511,Low,
5 Series,2024,Middle East,Grey,Petrol,Automatic,2,54645,97668,4322,Low,
5 Series,2022,North America,Silver,Electric,Automatic,2.5,133034,111683,4337,Low,
i8,2024,Africa,Grey,Petrol,Manual,2,125003,103405,5014,Low,
7 Series,2014,Europe,Black,Diesel,Manual,3.2,38422,94015,9127,High,
X6,2023,North America,White,Electric,Automatic,4.8,5599,81746,7755,High,
7 Series,2013,Asia,White,Electric,Automatic,1.9,68591,75357,1383,Low,
X1,2018,Asia,Blue,Electric,Automatic,3,25088,44400,7357,High,
i8,2024,Middle East,Blue,Electric,Automatic,1.6,113871,117654,6672,Low,
5 Series,2018,South America,Silver,Electric,Automatic,4.2,156209,112419,2131,Low,
X6,2024,Europe,Blue,Petrol,Manual,3.7,108746,78051,5452,Low,
